time_attendance_id,employee_id,attendance_date,clock_in,clock_in_ip_address,clock_in_out,clock_out,clock_out_ip_address,clock_in_latitude,clock_in_longitude,clock_out_latitude,clock_out_longitude,status
388,46,2018-10-08,2018-10-08 9:15:00,199:200:54:542,6,2018-10-08 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
389,47,2018-10-08,2018-10-08 9:22:00,199:200:54:542,10,2018-10-08 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
390,48,2018-10-08,2018-10-08 9:21:00,199:200:54:542,6,2018-10-08 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
391,49,2018-10-08,2018-10-08 9:21:00,199:200:54:542,10,2018-10-08 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
392,50,2018-10-08,2018-10-08 9:21:00,199:200:54:542,14,2018-10-08 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
393,51,2018-10-08,2018-10-08 9:23:00,199:200:54:542,14,2018-10-08 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
394,52,2018-10-08,2018-10-08 9:17:00,199:200:54:542,8,2018-10-08 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
395,53,2018-10-08,2018-10-08 9:16:00,199:200:54:542,4,2018-10-08 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
396,54,2018-10-08,2018-10-08 9:23:00,199:200:54:542,10,2018-10-08 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
397,55,2018-10-08,2018-10-08 9:16:00,199:200:54:542,12,2018-10-08 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
398,56,2018-10-08,2018-10-08 9:16:00,199:200:54:542,14,2018-10-08 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
399,57,2018-10-08,,,,,,,,,,Absent
400,1,2018-10-09,2018-10-09 9:16:00,199:200:54:542,10,2018-10-09 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
401,2,2018-10-09,2018-10-09 9:18:00,199:200:54:542,8,2018-10-09 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
402,3,2018-10-09,2018-10-09 9:24:00,199:200:54:542,5,2018-10-09 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
403,4,2018-10-09,2018-10-09 9:22:00,199:200:54:542,10,2018-10-09 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
404,5,2018-10-09,2018-10-09 9:20:00,199:200:54:542,5,2018-10-09 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
405,6,2018-10-09,2018-10-09 9:24:00,199:200:54:542,6,2018-10-09 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
406,7,2018-10-09,2018-10-09 9:23:00,199:200:54:542,10,2018-10-09 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
407,8,2018-10-09,2018-10-09 9:22:00,199:200:54:542,7,2018-10-09 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
408,9,2018-10-09,2018-10-09 9:22:00,199:200:54:542,9,2018-10-09 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
409,10,2018-10-09,2018-10-09 9:20:00,199:200:54:542,13,2018-10-09 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
410,11,2018-10-09,2018-10-09 9:21:00,199:200:54:542,4,2018-10-09 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
411,12,2018-10-09,2018-10-09 9:15:00,199:200:54:542,14,2018-10-09 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
412,13,2018-10-09,2018-10-09 9:21:00,199:200:54:542,14,2018-10-09 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
413,14,2018-10-09,2018-10-09 9:24:00,199:200:54:542,14,2018-10-09 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
414,15,2018-10-09,2018-10-09 9:24:00,199:200:54:542,12,2018-10-09 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
415,16,2018-10-09,2018-10-09 9:15:00,199:200:54:542,8,2018-10-09 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
416,17,2018-10-09,2018-10-09 9:17:00,199:200:54:542,9,2018-10-09 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
417,18,2018-10-09,2018-10-09 9:20:00,199:200:54:542,5,2018-10-09 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
418,19,2018-10-09,2018-10-09 9:15:00,199:200:54:542,14,2018-10-09 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
419,20,2018-10-09,2018-10-09 9:24:00,199:200:54:542,11,2018-10-09 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
420,21,2018-10-09,2018-10-09 9:15:00,199:200:54:542,9,2018-10-09 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
421,22,2018-10-09,2018-10-09 9:15:00,199:200:54:542,9,2018-10-09 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
422,23,2018-10-09,2018-10-09 9:17:00,199:200:54:542,4,2018-10-09 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
423,24,2018-10-09,2018-10-09 9:17:00,199:200:54:542,10,2018-10-09 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
424,25,2018-10-09,2018-10-09 9:19:00,199:200:54:542,7,2018-10-09 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
425,26,2018-10-09,2018-10-09 9:17:00,199:200:54:542,5,2018-10-09 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
426,27,2018-10-09,2018-10-09 9:18:00,199:200:54:542,7,2018-10-09 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
427,28,2018-10-09,2018-10-09 9:21:00,199:200:54:542,4,2018-10-09 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
428,29,2018-10-09,2018-10-09 9:17:00,199:200:54:542,6,2018-10-09 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
429,30,2018-10-09,2018-10-09 9:20:00,199:200:54:542,8,2018-10-09 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
430,31,2018-10-09,2018-10-09 9:22:00,199:200:54:542,5,2018-10-09 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
431,32,2018-10-09,2018-10-09 9:16:00,199:200:54:542,13,2018-10-09 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
432,33,2018-10-09,2018-10-09 9:16:00,199:200:54:542,5,2018-10-09 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
433,34,2018-10-09,2018-10-09 9:21:00,199:200:54:542,11,2018-10-09 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
434,35,2018-10-09,2018-10-09 9:16:00,199:200:54:542,14,2018-10-09 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
435,36,2018-10-09,2018-10-09 9:23:00,199:200:54:542,11,2018-10-09 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
436,37,2018-10-09,2018-10-09 9:19:00,199:200:54:542,10,2018-10-09 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
437,38,2018-10-09,2018-10-09 9:24:00,199:200:54:542,7,2018-10-09 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
438,39,2018-10-09,2018-10-09 9:16:00,199:200:54:542,5,2018-10-09 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
439,40,2018-10-09,2018-10-09 9:15:00,199:200:54:542,10,2018-10-09 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
440,41,2018-10-09,2018-10-09 9:23:00,199:200:54:542,4,2018-10-09 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
441,42,2018-10-09,2018-10-09 9:24:00,199:200:54:542,5,2018-10-09 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
442,43,2018-10-09,2018-10-09 9:22:00,199:200:54:542,11,2018-10-09 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
443,44,2018-10-09,2018-10-09 9:18:00,199:200:54:542,11,2018-10-09 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
444,45,2018-10-09,,,,,,,,,,Absent
445,46,2018-10-09,2018-10-09 9:20:00,199:200:54:542,11,2018-10-09 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
446,47,2018-10-09,2018-10-09 9:19:00,199:200:54:542,7,2018-10-09 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
447,48,2018-10-09,2018-10-09 9:16:00,199:200:54:542,8,2018-10-09 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
448,49,2018-10-09,2018-10-09 9:18:00,199:200:54:542,7,2018-10-09 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
449,50,2018-10-09,2018-10-09 9:16:00,199:200:54:542,6,2018-10-09 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
450,51,2018-10-09,2018-10-09 9:18:00,199:200:54:542,6,2018-10-09 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
451,52,2018-10-09,2018-10-09 9:23:00,199:200:54:542,12,2018-10-09 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
452,53,2018-10-09,2018-10-09 9:15:00,199:200:54:542,7,2018-10-09 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
453,54,2018-10-09,2018-10-09 9:16:00,199:200:54:542,12,2018-10-09 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
454,55,2018-10-09,2018-10-09 9:18:00,199:200:54:542,13,2018-10-09 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
455,56,2018-10-09,2018-10-09 9:17:00,199:200:54:542,8,2018-10-09 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
456,57,2018-10-09,,,,,,,,,,Absent
457,1,2018-10-10,2018-10-10 9:17:00,199:200:54:542,8,2018-10-10 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
458,2,2018-10-10,2018-10-10 9:17:00,199:200:54:542,6,2018-10-10 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
459,3,2018-10-10,2018-10-10 9:15:00,199:200:54:542,5,2018-10-10 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
460,4,2018-10-10,2018-10-10 9:23:00,199:200:54:542,6,2018-10-10 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
461,5,2018-10-10,2018-10-10 9:21:00,199:200:54:542,12,2018-10-10 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
462,6,2018-10-10,2018-10-10 9:18:00,199:200:54:542,11,2018-10-10 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
463,7,2018-10-10,2018-10-10 9:18:00,199:200:54:542,9,2018-10-10 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
464,8,2018-10-10,2018-10-10 9:22:00,199:200:54:542,8,2018-10-10 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
465,9,2018-10-10,2018-10-10 9:17:00,199:200:54:542,11,2018-10-10 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
466,10,2018-10-10,2018-10-10 9:18:00,199:200:54:542,4,2018-10-10 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
467,11,2018-10-10,2018-10-10 9:17:00,199:200:54:542,11,2018-10-10 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
468,12,2018-10-10,2018-10-10 9:15:00,199:200:54:542,14,2018-10-10 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
469,13,2018-10-10,2018-10-10 9:17:00,199:200:54:542,6,2018-10-10 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
470,14,2018-10-10,2018-10-10 9:18:00,199:200:54:542,5,2018-10-10 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
471,15,2018-10-10,2018-10-10 9:19:00,199:200:54:542,4,2018-10-10 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
472,16,2018-10-10,2018-10-10 9:23:00,199:200:54:542,12,2018-10-10 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
473,17,2018-10-10,2018-10-10 9:20:00,199:200:54:542,12,2018-10-10 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
474,18,2018-10-10,2018-10-10 9:15:00,199:200:54:542,14,2018-10-10 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
475,19,2018-10-10,2018-10-10 9:22:00,199:200:54:542,7,2018-10-10 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
476,20,2018-10-10,2018-10-10 9:19:00,199:200:54:542,13,2018-10-10 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
477,21,2018-10-10,2018-10-10 9:19:00,199:200:54:542,14,2018-10-10 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
478,22,2018-10-10,2018-10-10 9:15:00,199:200:54:542,11,2018-10-10 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
479,23,2018-10-10,2018-10-10 9:17:00,199:200:54:542,7,2018-10-10 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
480,24,2018-10-10,2018-10-10 9:21:00,199:200:54:542,9,2018-10-10 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
481,25,2018-10-10,2018-10-10 9:16:00,199:200:54:542,11,2018-10-10 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
482,26,2018-10-10,2018-10-10 9:20:00,199:200:54:542,8,2018-10-10 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
483,27,2018-10-10,2018-10-10 9:21:00,199:200:54:542,14,2018-10-10 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
484,28,2018-10-10,2018-10-10 9:21:00,199:200:54:542,9,2018-10-10 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
485,29,2018-10-10,2018-10-10 9:24:00,199:200:54:542,7,2018-10-10 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
486,30,2018-10-10,2018-10-10 9:22:00,199:200:54:542,11,2018-10-10 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
487,31,2018-10-10,2018-10-10 9:23:00,199:200:54:542,12,2018-10-10 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
488,32,2018-10-10,,,,,,,,,,Absent
489,33,2018-10-10,2018-10-10 9:17:00,199:200:54:542,10,2018-10-10 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
490,34,2018-10-10,2018-10-10 9:16:00,199:200:54:542,10,2018-10-10 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
491,35,2018-10-10,2018-10-10 9:23:00,199:200:54:542,5,2018-10-10 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
492,36,2018-10-10,2018-10-10 9:23:00,199:200:54:542,7,2018-10-10 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
493,37,2018-10-10,,,,,,,,,,Absent
494,38,2018-10-10,2018-10-10 9:17:00,199:200:54:542,10,2018-10-10 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
495,39,2018-10-10,2018-10-10 9:21:00,199:200:54:542,4,2018-10-10 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
496,40,2018-10-10,2018-10-10 9:18:00,199:200:54:542,10,2018-10-10 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
497,41,2018-10-10,2018-10-10 9:21:00,199:200:54:542,12,2018-10-10 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
498,42,2018-10-10,2018-10-10 9:21:00,199:200:54:542,11,2018-10-10 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
499,43,2018-10-10,2018-10-10 9:21:00,199:200:54:542,10,2018-10-10 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
500,44,2018-10-10,2018-10-10 9:23:00,199:200:54:542,10,2018-10-10 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
501,45,2018-10-10,2018-10-10 9:23:00,199:200:54:542,13,2018-10-10 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
502,46,2018-10-10,2018-10-10 9:23:00,199:200:54:542,13,2018-10-10 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
503,47,2018-10-10,2018-10-10 9:17:00,199:200:54:542,4,2018-10-10 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
504,48,2018-10-10,2018-10-10 9:17:00,199:200:54:542,8,2018-10-10 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
505,49,2018-10-10,2018-10-10 9:24:00,199:200:54:542,9,2018-10-10 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
506,50,2018-10-10,2018-10-10 9:15:00,199:200:54:542,10,2018-10-10 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
507,51,2018-10-10,2018-10-10 9:24:00,199:200:54:542,14,2018-10-10 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
508,52,2018-10-10,2018-10-10 9:19:00,199:200:54:542,14,2018-10-10 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
509,53,2018-10-10,2018-10-10 9:20:00,199:200:54:542,12,2018-10-10 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
510,54,2018-10-10,2018-10-10 9:19:00,199:200:54:542,13,2018-10-10 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
511,55,2018-10-10,2018-10-10 9:16:00,199:200:54:542,7,2018-10-10 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
512,56,2018-10-10,2018-10-10 9:24:00,199:200:54:542,9,2018-10-10 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
513,57,2018-10-10,2018-10-10 9:17:00,199:200:54:542,7,2018-10-10 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
514,1,2018-10-11,2018-10-11 9:18:00,199:200:54:542,11,2018-10-11 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
515,2,2018-10-11,2018-10-11 9:21:00,199:200:54:542,4,2018-10-11 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
516,3,2018-10-11,2018-10-11 9:22:00,199:200:54:542,11,2018-10-11 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
517,4,2018-10-11,2018-10-11 9:22:00,199:200:54:542,9,2018-10-11 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
518,5,2018-10-11,2018-10-11 9:19:00,199:200:54:542,8,2018-10-11 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
519,6,2018-10-11,2018-10-11 9:17:00,199:200:54:542,14,2018-10-11 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
520,7,2018-10-11,2018-10-11 9:22:00,199:200:54:542,11,2018-10-11 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
521,8,2018-10-11,2018-10-11 9:15:00,199:200:54:542,11,2018-10-11 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
522,9,2018-10-11,2018-10-11 9:20:00,199:200:54:542,8,2018-10-11 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
523,10,2018-10-11,2018-10-11 9:24:00,199:200:54:542,5,2018-10-11 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
524,11,2018-10-11,2018-10-11 9:20:00,199:200:54:542,11,2018-10-11 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
525,12,2018-10-11,2018-10-11 9:16:00,199:200:54:542,6,2018-10-11 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
526,13,2018-10-11,2018-10-11 9:15:00,199:200:54:542,7,2018-10-11 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
527,14,2018-10-11,2018-10-11 9:16:00,199:200:54:542,4,2018-10-11 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
528,15,2018-10-11,2018-10-11 9:17:00,199:200:54:542,8,2018-10-11 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
529,16,2018-10-11,2018-10-11 9:19:00,199:200:54:542,10,2018-10-11 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
530,17,2018-10-11,2018-10-11 9:22:00,199:200:54:542,6,2018-10-11 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
531,18,2018-10-11,2018-10-11 9:20:00,199:200:54:542,14,2018-10-11 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
532,19,2018-10-11,2018-10-11 9:21:00,199:200:54:542,5,2018-10-11 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
533,20,2018-10-11,2018-10-11 9:18:00,199:200:54:542,10,2018-10-11 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
534,21,2018-10-11,2018-10-11 9:23:00,199:200:54:542,8,2018-10-11 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
535,22,2018-10-11,2018-10-11 9:16:00,199:200:54:542,4,2018-10-11 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
536,23,2018-10-11,2018-10-11 9:16:00,199:200:54:542,9,2018-10-11 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
537,24,2018-10-11,2018-10-11 9:17:00,199:200:54:542,11,2018-10-11 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
538,25,2018-10-11,2018-10-11 9:18:00,199:200:54:542,4,2018-10-11 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
539,26,2018-10-11,2018-10-11 9:20:00,199:200:54:542,12,2018-10-11 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
540,27,2018-10-11,2018-10-11 9:16:00,199:200:54:542,7,2018-10-11 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
541,28,2018-10-11,2018-10-11 9:19:00,199:200:54:542,6,2018-10-11 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
542,29,2018-10-11,,,,,,,,,,Absent
543,30,2018-10-11,2018-10-11 9:20:00,199:200:54:542,11,2018-10-11 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
544,31,2018-10-11,2018-10-11 9:17:00,199:200:54:542,9,2018-10-11 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
545,32,2018-10-11,2018-10-11 9:18:00,199:200:54:542,8,2018-10-11 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
546,33,2018-10-11,2018-10-11 9:15:00,199:200:54:542,6,2018-10-11 5:31:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
547,34,2018-10-11,2018-10-11 9:23:00,199:200:54:542,4,2018-10-11 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
548,35,2018-10-11,2018-10-11 9:18:00,199:200:54:542,5,2018-10-11 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
549,36,2018-10-11,,,,,,,,,,Absent
550,37,2018-10-11,2018-10-11 9:22:00,199:200:54:542,8,2018-10-11 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
551,38,2018-10-11,2018-10-11 9:17:00,199:200:54:542,10,2018-10-11 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
552,39,2018-10-11,2018-10-11 9:19:00,199:200:54:542,7,2018-10-11 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
553,40,2018-10-11,2018-10-11 9:21:00,199:200:54:542,13,2018-10-11 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
554,41,2018-10-11,2018-10-11 9:21:00,199:200:54:542,6,2018-10-11 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
555,42,2018-10-11,2018-10-11 9:18:00,199:200:54:542,10,2018-10-11 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
556,43,2018-10-11,2018-10-11 9:22:00,199:200:54:542,8,2018-10-11 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
557,44,2018-10-11,2018-10-11 9:18:00,199:200:54:542,5,2018-10-11 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
558,45,2018-10-11,2018-10-11 9:15:00,199:200:54:542,14,2018-10-11 5:37:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
559,46,2018-10-11,2018-10-11 9:24:00,199:200:54:542,10,2018-10-11 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
560,47,2018-10-11,2018-10-11 9:23:00,199:200:54:542,13,2018-10-11 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
561,48,2018-10-11,2018-10-11 9:18:00,199:200:54:542,6,2018-10-11 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
562,49,2018-10-11,2018-10-11 9:19:00,199:200:54:542,14,2018-10-11 5:36:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
563,50,2018-10-11,2018-10-11 9:24:00,199:200:54:542,9,2018-10-11 5:39:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
564,51,2018-10-11,2018-10-11 9:20:00,199:200:54:542,7,2018-10-11 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
565,52,2018-10-11,2018-10-11 9:15:00,199:200:54:542,8,2018-10-11 5:35:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
566,53,2018-10-11,2018-10-11 9:17:00,199:200:54:542,11,2018-10-11 5:32:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
567,54,2018-10-11,2018-10-11 9:16:00,199:200:54:542,12,2018-10-11 5:34:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
568,55,2018-10-11,2018-10-11 9:24:00,199:200:54:542,11,2018-10-11 5:38:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
569,56,2018-10-11,2018-10-11 9:23:00,199:200:54:542,6,2018-10-11 5:30:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
570,57,2018-10-11,2018-10-11 9:21:00,199:200:54:542,13,2018-10-11 5:33:00,199:200:54:542,17.686815,83.218483,17.686815,83.218483,Present
